Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure_Months,Number_of_Purchases,Support_Requests,Login_Frequency,Last_Activity_Days_Ago,Satisfaction_Score,Payment_Method,Contract_Type,Discount_Used,Referral_Source,Auto_Renew,Device_Type,Internet_Speed,Customer_Lifetime_Value,Churn
CUST001950,64.0,Male,Dallas,Premium,130.41,20.0,13.0,2.0,59.0,0.0,8.0,Credit Card,Yearly,No,Social Media,No,Android,Fast,2265.16,No
CUST001365,35.0,Male,Philadelphia,Basic,11.65,5.0,2.0,2.0,13.0,57.0,7.0,Bank Transfer,Monthly,No,Advertisement,No,Tablet,Medium,50.0,Yes
CUST000673,31.0,Female,Seattle,Enterprise,300.0,5.0,3.0,2.0,,13.0,9.0,Debit Card,Monthly,Yes,Friend,Yes,Android,Fast,864.67,No
CUST000695,30.0,Female,Philadelphia,Standard,49.08,14.0,21.0,0.0,81.0,26.0,8.0,Credit Card,Monthly,No,Advertisement,Yes,Android,Medium,625.89,No
CUST001036,40.0,Male,Philadelphia,Basic,23.84,2.0,1.0,4.0,48.0,99.0,5.0,Credit Card,Monthly,No,Organic Search,No,Desktop,Fast,50.0,Yes
CUST001897,21.0,Male,Austin,Standard,,38.0,64.0,0.0,64.0,28.0,10.0,PayPal,Yearly,No,Friend,No,Desktop,Medium,1475.86,No
CUST000648,19.0,Female,Chicago,Standard,73.32,42.0,30.0,0.0,59.0,33.0,9.0,Credit Card,Yearly,No,Social Media,Yes,iPhone,Medium,2416.97,No
CUST001066,39.0,Male,Los Angeles,Basic,10.0,41.0,14.0,2.0,20.0,90.0,7.0,Debit Card,Yearly,Yes,Friend,No,iPhone,Slow,564.12,Yes
CUST000540,31.0,Male,New York,Premium,66.2,,1.0,5.0,27.0,89.0,4.0,Credit Card,Quarterly,No,Organic Search,No,Android,Medium,50.0,Yes
CUST001257,49.0,Male,Boston,Standard,26.99,11.0,5.0,2.0,44.0,59.0,10.0,Credit Card,Quarterly,No,Advertisement,No,Android,Medium,422.36,No
CUST000071,25.0,Female,Houston,Enterprise,127.75,9.0,3.0,5.0,0.0,56.0,5.0,PayPal,Monthly,No,Friend,Yes,Desktop,Fast,815.36,Yes
CUST001638,52.0,Male,Seattle,Standard,,54.0,71.0,1.0,57.0,0.0,9.0,Credit Card,Yearly,No,Friend,No,Android,Medium,2354.47,No
CUST000571,23.0,Male,Nashville,Basic,18.22,10.0,5.0,2.0,53.0,27.0,9.0,Bank Transfer,Quarterly,Yes,Advertisement,Yes,iPhone,Slow,50.0,No
CUST000661,20.0,Male,Phoenix,Standard,54.76,15.0,9.0,2.0,56.0,93.0,7.0,Credit Card,Monthly,No,Advertisement,No,Android,Medium,343.3,Yes
CUST001875,27.0,Male,Charlotte,Standard,44.93,23.0,8.0,0.0,33.0,67.0,8.0,Credit Card,Monthly,No,Email Campaign,No,Tablet,Fast,1339.37,Yes
CUST000175,25.0,Male,Los Angeles,Basic,22.33,3.0,3.0,1.0,62.0,22.0,9.0,Credit Card,Monthly,Yes,Organic Search,Yes,Android,Medium,239.65,No
CUST001894,,Male,Boston,Basic,27.05,7.0,7.0,1.0,71.0,37.0,10.0,Credit Card,,No,Friend,Yes,Android,Medium,416.35,No
CUST000921,36.0,Female,Austin,,13.84,3.0,1.0,3.0,22.0,65.0,7.0,Bank Transfer,Yearly,Yes,Advertisement,No,Tablet,Medium,50.0,No
CUST000852,34.0,Female,Nashville,Basic,26.55,8.0,6.0,,55.0,19.0,8.0,Debit Card,Quarterly,No,Friend,No,Tablet,Fast,173.33,No
CUST001797,36.0,Female,Columbus,Enterprise,143.82,18.0,9.0,3.0,20.0,58.0,6.0,Debit Card,Monthly,No,Social Media,No,Tablet,Medium,1877.05,No
CUST000578,55.0,Male,Austin,Standard,74.59,10.0,14.0,0.0,89.0,0.0,10.0,Debit Card,Quarterly,No,Organic Search,Yes,Tablet,Slow,525.85,No
CUST000619,33.0,Male,Austin,Basic,15.07,31.0,7.0,4.0,17.0,74.0,6.0,Credit Card,Yearly,No,Social Media,No,Desktop,Medium,658.42,Yes
CUST001559,50.0,Male,Portland,Basic,29.36,4.0,5.0,4.0,58.0,29.0,9.0,PayPal,Quarterly,No,Email Campaign,Yes,Android,Fast,76.65,No
CUST000868,35.0,Female,Denver,Standard,37.93,10.0,8.0,0.0,95.0,21.0,9.0,Debit Card,Quarterly,Yes,Advertisement,Yes,Android,Medium,390.12,No
CUST000701,53.0,Female,San Jose,Basic,18.78,1.0,0.0,2.0,47.0,16.0,9.0,Bank Transfer,Quarterly,No,Organic Search,No,Android,Medium,50.0,No
CUST001495,36.0,Male,Seattle,Premium,128.03,19.0,22.0,1.0,90.0,0.0,9.0,Cash,Quarterly,No,Social Media,Yes,Android,Slow,2702.87,No
CUST001221,39.0,Male,Seattle,Premium,80.5,19.0,23.0,1.0,83.0,13.0,10.0,Credit Card,Quarterly,Yes,Email Campaign,Yes,Desktop,Fast,1564.2,No
CUST000777,27.0,Female,Chicago,Premium,93.71,8.0,5.0,1.0,43.0,19.0,,PayPal,Monthly,No,Advertisement,No,iPhone,Slow,970.54,No
CUST001374,21.0,Male,Nashville,Premium,64.85,26.0,13.0,2.0,42.0,39.0,8.0,Cash,Yearly,No,Organic Search,No,Tablet,Fast,1054.0,No
CUST000261,37.0,Male,Chicago,Standard,38.21,24.0,20.0,2.0,85.0,0.0,8.0,Debit Card,Yearly,No,Advertisement,Yes,Android,Fast,822.64,No
CUST000747,62.0,Male,Philadelphia,Standard,61.46,6.0,3.0,2.0,59.0,22.0,9.0,Credit Card,Monthly,No,Social Media,Yes,iPhone,Medium,459.18,No
CUST001863,57.0,Female,Los Angeles,Premium,130.32,18.0,18.0,2.0,46.0,46.0,6.0,Credit Card,Monthly,,Advertisement,Yes,Desktop,Fast,2055.53,Yes
CUST000674,24.0,Male,San Antonio,Basic,27.48,36.0,35.0,1.0,57.0,11.0,7.0,Debit Card,Monthly,Yes,,Yes,iPhone,Medium,1005.22,No
CUST001787,53.0,Female,Portland,Standard,56.82,7.0,9.0,0.0,83.0,0.0,10.0,Cash,Monthly,Yes,Organic Search,No,Desktop,Medium,421.23,No
CUST001707,35.0,Female,Columbus,Basic,15.35,4.0,2.0,3.0,36.0,55.0,5.0,Credit Card,Yearly,Yes,Friend,No,Tablet,Medium,84.24,No
CUST001206,32.0,Female,Phoenix,Premium,86.76,25.0,14.0,3.0,24.0,52.0,6.0,PayPal,Yearly,No,Friend,No,Android,Medium,1830.22,Yes
CUST000317,41.0,Male,Los Angeles,Basic,45.74,4.0,6.0,0.0,120.0,0.0,10.0,PayPal,Yearly,Yes,Advertisement,Yes,iPhone,Fast,50.0,No
CUST000994,56.0,Male,,Basic,10.0,4.0,1.0,3.0,2.0,83.0,6.0,Credit Card,Monthly,No,Friend,No,iPhone,Medium,50.0,Yes
CUST001628,59.0,Male,New York,Standard,56.52,64.0,65.0,3.0,47.0,26.0,8.0,PayPal,Yearly,No,Advertisement,Yes,Android,Medium,3937.93,No
CUST001820,37.0,Female,Phoenix,Standard,45.09,5.0,3.0,2.0,57.0,55.0,8.0,Debit Card,Quarterly,No,Advertisement,No,Android,Fast,380.12,No
CUST000857,44.0,Female,Los Angeles,Basic,39.83,10.0,15.0,3.0,55.0,0.0,10.0,PayPal,Monthly,No,Email Campaign,Yes,iPhone,Slow,71.31,No
CUST001252,58.0,Female,Houston,Premium,107.85,5.0,2.0,4.0,1.0,51.0,7.0,PayPal,Monthly,Yes,Organic Search,No,Android,Fast,555.14,Yes
CUST000537,34.0,Female,Seattle,Standard,28.02,11.0,11.0,2.0,21.0,35.0,8.0,Credit Card,Monthly,No,Advertisement,Yes,Desktop,Fast,153.76,No
CUST001089,48.0,Male,Houston,Basic,15.38,5.0,3.0,2.0,32.0,44.0,6.0,Bank Transfer,Monthly,Yes,Friend,No,Android,Slow,227.04,Yes
CUST001135,38.0,Female,Los Angeles,Standard,31.15,8.0,2.0,6.0,0.0,81.0,5.0,Credit Card,Monthly,No,Friend,No,Desktop,Medium,337.99,Yes
CUST000740,18.0,Male,Philadelphia,Basic,48.96,2.0,2.0,2.0,30.0,20.0,9.0,Debit Card,Monthly,No,Social Media,No,iPhone,Medium,181.74,No
CUST000736,42.0,Male,Indianapolis,Enterprise,157.18,31.0,20.0,3.0,39.0,43.0,7.0,Bank Transfer,Yearly,Yes,Friend,Yes,Android,Fast,6048.03,No
CUST000853,51.0,Male,Nashville,Premium,90.41,29.0,28.0,0.0,50.0,30.0,8.0,Debit Card,Yearly,No,Social Media,Yes,Android,Fast,3616.56,No
CUST001372,50.0,Female,San Antonio,Standard,34.1,15.0,6.0,2.0,22.0,37.0,6.0,Debit Card,Monthly,Yes,Social Media,No,iPhone,Medium,424.55,No
CUST001512,47.0,Male,Dallas,Premium,95.28,33.0,35.0,2.0,60.0,19.0,8.0,Debit Card,,No,Organic Search,,,Fast,2260.87,No
CUST001733,37.0,Male,Phoenix,Standard,24.47,3.0,2.0,4.0,23.0,32.0,6.0,Debit Card,Monthly,Yes,Social Media,No,iPhone,Fast,174.07,Yes
CUST001238,47.0,Male,Los Angeles,Standard,43.11,11.0,4.0,3.0,44.0,66.0,8.0,Credit Card,Yearly,Yes,Social Media,No,Android,Slow,691.23,No
CUST000772,56.0,Male,San Antonio,Basic,22.95,15.0,9.0,0.0,45.0,3.0,8.0,Bank Transfer,Monthly,Yes,Email Campaign,Yes,iPhone,Medium,463.84,No
CUST000732,41.0,Female,San Diego,Premium,143.41,,23.0,0.0,57.0,0.0,8.0,Debit Card,Yearly,No,Organic Search,Yes,Desktop,Fast,5320.67,No
CUST001528,38.0,Male,Dallas,Standard,58.68,4.0,3.0,1.0,51.0,35.0,7.0,Bank Transfer,Monthly,No,Organic Search,No,Desktop,Fast,419.09,No
CUST000459,44.0,Female,Los Angeles,Standard,17.89,10.0,2.0,5.0,0.0,112.0,4.0,Credit Card,Monthly,No,Social Media,No,iPhone,Medium,470.47,Yes
CUST000554,64.0,Female,Jacksonville,Standard,84.07,62.0,31.0,5.0,0.0,51.0,4.0,PayPal,Quarterly,No,Social Media,Yes,Android,,6721.21,No
CUST000688,58.0,Female,Indianapolis,Standard,73.21,1.0,1.0,2.0,64.0,39.0,10.0,Cash,Monthly,No,Social Media,No,Android,Medium,161.27,No
CUST000827,40.0,Male,San Antonio,Basic,25.31,30.0,33.0,3.0,72.0,0.0,10.0,Bank Transfer,Yearly,Yes,Friend,No,iPhone,Medium,202.92,No
CUST001651,34.0,Male,San Antonio,Basic,23.16,47.0,50.0,2.0,57.0,53.0,9.0,Debit Card,Quarterly,No,Organic Search,No,Android,Fast,1312.14,No
CUST001113,26.0,Male,San Antonio,Basic,14.31,38.0,14.0,2.0,28.0,47.0,8.0,,Yearly,No,Organic Search,No,Android,Fast,695.56,No
CUST001016,28.0,Female,New York,Standard,38.5,5.0,,2.0,2.0,60.0,6.0,Bank Transfer,Monthly,No,,No,Desktop,Slow,163.31,Yes
CUST001902,53.0,Male,Phoenix,Premium,160.37,19.0,12.0,2.0,69.0,40.0,9.0,Bank Transfer,Quarterly,Yes,Friend,Yes,Desktop,Medium,2721.31,No
CUST000477,53.0,Female,Seattle,Basic,12.16,65.0,26.0,2.0,34.0,79.0,6.0,PayPal,Monthly,Yes,Advertisement,Yes,Desktop,Medium,459.21,Yes
CUST001019,36.0,Female,San Antonio,Standard,52.61,8.0,6.0,3.0,66.0,33.0,10.0,Credit Card,Monthly,Yes,Advertisement,No,Android,Medium,159.52,No
CUST001919,36.0,Male,Nashville,Standard,73.64,29.0,28.0,0.0,56.0,45.0,7.0,Credit Card,Yearly,Yes,Organic Search,No,iPhone,Medium,2463.0,No
CUST001677,52.0,Female,San Diego,Standard,53.34,5.0,7.0,0.0,59.0,44.0,10.0,Cash,Monthly,Yes,Organic Search,No,iPhone,Slow,425.54,No
CUST000237,18.0,Male,San Antonio,Basic,29.24,9.0,7.0,3.0,49.0,0.0,7.0,Credit Card,Monthly,Yes,Organic Search,Yes,Desktop,Fast,199.57,No
CUST000515,49.0,Male,Houston,Basic,10.0,1.0,0.0,4.0,0.0,67.0,4.0,Bank Transfer,Monthly,No,Social Media,No,iPhone,Slow,50.0,Yes
CUST001276,40.0,Male,Seattle,Basic,17.02,34.0,32.0,1.0,41.0,0.0,9.0,Debit Card,Yearly,Yes,Advertisement,No,Android,Fast,700.04,No
CUST001637,19.0,Male,Nashville,Premium,135.33,10.0,3.0,4.0,8.0,68.0,4.0,PayPal,Monthly,Yes,Organic Search,No,iPhone,Medium,1751.93,Yes
CUST001930,49.0,Male,Dallas,Standard,29.99,14.0,6.0,4.0,31.0,36.0,8.0,PayPal,Yearly,No,Email Campaign,No,Android,Fast,373.4,No
CUST001673,42.0,Female,Nashville,Premium,105.08,2.0,2.0,1.0,40.0,20.0,9.0,Credit Card,Monthly,No,Social Media,Yes,Android,Fast,66.17,No
CUST001387,55.0,Female,San Antonio,Standard,69.75,9.0,9.0,0.0,52.0,10.0,10.0,PayPal,Quarterly,Yes,Advertisement,Yes,Desktop,Slow,503.84,No
CUST001339,73.0,Female,Dallas,Premium,128.46,47.0,17.0,3.0,43.0,67.0,7.0,Credit Card,Quarterly,No,Advertisement,Yes,Desktop,Medium,7553.69,No
CUST001435,43.0,Female,Austin,Basic,22.95,14.0,20.0,1.0,79.0,0.0,10.0,Debit Card,Yearly,Yes,Social Media,Yes,iPhone,Medium,245.68,No
CUST000256,49.0,Female,Portland,Standard,28.71,5.0,3.0,1.0,58.0,34.0,10.0,Debit Card,Monthly,No,Social Media,Yes,Desktop,Fast,50.0,No
CUST000124,56.0,Male,Indianapolis,Basic,16.82,21.0,18.0,3.0,38.0,39.0,7.0,PayPal,Yearly,No,Social Media,No,iPhone,Slow,514.89,No
CUST000371,40.0,Male,Indianapolis,Standard,41.39,15.0,1.0,3.0,15.0,121.0,4.0,Debit Card,Monthly,No,Friend,No,Android,Fast,232.08,Yes
CUST001366,45.0,Female,Philadelphia,Basic,10.22,19.0,3.0,4.0,3.0,73.0,4.0,PayPal,Quarterly,No,Social Media,No,Android,Fast,238.75,Yes
CUST001309,18.0,Male,Boston,Standard,64.11,2.0,1.0,2.0,2.0,77.0,8.0,Credit Card,Monthly,No,Friend,Yes,Android,Slow,113.8,Yes
CUST000456,42.0,Male,Denver,Basic,26.5,1.0,1.0,5.0,,24.0,7.0,Credit Card,Monthly,No,Social Media,No,Desktop,Fast,50.0,No
CUST001438,18.0,Female,San Jose,Premium,87.79,32.0,17.0,2.0,43.0,21.0,7.0,Debit Card,Yearly,No,Email Campaign,Yes,Android,Medium,1880.3,No
CUST000190,60.0,Female,Seattle,Premium,65.63,6.0,2.0,3.0,31.0,74.0,5.0,Debit Card,Quarterly,No,Email Campaign,No,Desktop,Slow,428.78,Yes
CUST001255,31.0,Male,Portland,Enterprise,127.32,2.0,1.0,4.0,4.0,71.0,9.0,PayPal,Monthly,Yes,Advertisement,No,Desktop,Medium,246.54,Yes
CUST000665,39.0,Female,Indianapolis,Standard,49.94,32.0,31.0,1.0,73.0,11.0,10.0,Credit Card,Yearly,No,Friend,Yes,Tablet,Slow,1540.71,No
CUST001816,34.0,,Phoenix,Basic,24.61,10.0,10.0,1.0,85.0,4.0,10.0,Debit Card,Yearly,Yes,Organic Search,Yes,Tablet,Medium,443.43,No
CUST001587,18.0,Female,Denver,,19.87,44.0,18.0,1.0,43.0,74.0,8.0,Cash,Yearly,No,Advertisement,Yes,Android,Fast,855.04,No
CUST001833,27.0,Female,Indianapolis,Basic,10.0,31.0,6.0,3.0,2.0,80.0,4.0,PayPal,Monthly,No,Social Media,No,iPhone,Medium,221.95,Yes
CUST001272,57.0,Female,Nashville,Standard,62.55,5.0,1.0,7.0,0.0,75.0,4.0,Credit Card,Quarterly,No,Social Media,No,Desktop,Fast,509.25,Yes
CUST001144,33.0,Male,Chicago,Standard,27.05,18.0,6.0,3.0,0.0,38.0,7.0,Bank Transfer,Monthly,No,Friend,No,Android,Fast,194.2,Yes
CUST000899,46.0,Male,New York,Premium,153.15,,2.0,0.0,50.0,36.0,8.0,Credit Card,Quarterly,No,Friend,Yes,Desktop,Fast,134.44,No
CUST001009,49.0,Female,Austin,Basic,20.4,24.0,23.0,1.0,43.0,37.0,,PayPal,Quarterly,No,Friend,,Android,Slow,616.09,No
CUST000538,54.0,Male,Denver,Basic,24.19,21.0,21.0,3.0,68.0,22.0,8.0,Credit Card,Quarterly,No,Friend,Yes,Desktop,Medium,610.59,No
CUST000353,33.0,Male,San Antonio,Basic,11.13,19.0,11.0,3.0,14.0,64.0,7.0,Bank Transfer,Monthly,Yes,,No,Android,Fast,81.78,Yes
CUST000785,40.0,Female,San Diego,Premium,45.92,4.0,1.0,3.0,6.0,93.0,,PayPal,Quarterly,Yes,Friend,No,Desktop,Medium,303.82,Yes
CUST001028,40.0,Female,New York,Basic,37.25,72.0,91.0,0.0,78.0,0.0,10.0,Credit Card,Yearly,No,Social Media,Yes,Desktop,Medium,2960.85,No
CUST001479,35.0,Male,San Diego,Basic,30.75,58.0,53.0,0.0,51.0,28.0,7.0,Bank Transfer,Quarterly,No,Advertisement,No,Android,Medium,2185.55,No
CUST000656,44.0,Female,San Jose,Premium,69.22,8.0,5.0,1.0,37.0,58.0,,Credit Card,Monthly,No,Social Media,No,iPhone,Slow,502.08,Yes
CUST000099,45.0,Female,Houston,Enterprise,141.26,,20.0,3.0,56.0,25.0,8.0,Bank Transfer,Yearly,No,Friend,No,Desktop,Fast,3019.88,No
CUST000593,62.0,Male,New York,Premium,79.06,28.0,20.0,1.0,44.0,48.0,7.0,Credit Card,Quarterly,Yes,Email Campaign,Yes,Desktop,Medium,2222.84,No
CUST000238,38.0,Male,San Diego,Enterprise,171.21,27.0,8.0,4.0,34.0,65.0,8.0,Debit Card,Monthly,No,Friend,No,,Fast,5370.16,Yes
CUST000458,30.0,Female,Boston,Basic,28.18,3.0,3.0,1.0,70.0,44.0,7.0,Credit Card,Monthly,No,Organic Search,Yes,Android,Medium,50.0,No
CUST000738,50.0,Female,Houston,Standard,31.48,10.0,2.0,5.0,0.0,70.0,7.0,Bank Transfer,Quarterly,Yes,Organic Search,No,Tablet,Fast,348.92,Yes
CUST001325,43.0,Male,San Jose,Premium,120.38,35.0,33.0,1.0,37.0,35.0,9.0,Cash,Yearly,No,Organic Search,No,iPhone,Medium,5716.55,No
CUST001899,35.0,Female,Charlotte,Standard,77.47,23.0,9.0,4.0,3.0,63.0,6.0,Debit Card,Monthly,No,Organic Search,No,Desktop,Slow,1810.19,Yes
CUST001853,36.0,Male,Denver,Basic,12.46,5.0,4.0,1.0,40.0,42.0,8.0,Debit Card,Yearly,No,Advertisement,,Android,Medium,50.0,No
CUST001336,62.0,Male,Columbus,Premium,76.4,20.0,6.0,3.0,0.0,41.0,5.0,Bank Transfer,Yearly,No,Social Media,No,Desktop,Medium,2258.28,No
CUST000164,,Male,San Jose,Basic,17.45,20.0,7.0,5.0,31.0,32.0,8.0,Credit Card,Quarterly,,Social Media,,Tablet,Medium,50.0,No
CUST001753,32.0,Female,Charlotte,Basic,16.91,6.0,1.0,3.0,0.0,94.0,7.0,Debit Card,Monthly,No,Advertisement,Yes,Desktop,Medium,163.41,Yes
CUST001815,42.0,Male,Columbus,Basic,22.21,26.0,23.0,3.0,59.0,67.0,,PayPal,Yearly,No,Email Campaign,No,Desktop,Medium,802.46,No
CUST001463,30.0,Female,Austin,Basic,27.15,43.0,32.0,3.0,57.0,57.0,7.0,Bank Transfer,Quarterly,No,Advertisement,No,Android,Fast,,No
CUST000796,39.0,Female,Boston,Standard,70.41,11.0,12.0,2.0,42.0,19.0,9.0,Credit Card,Quarterly,Yes,Friend,No,iPhone,Medium,1021.12,No
CUST001610,35.0,Male,Seattle,Standard,74.69,4.0,1.0,2.0,14.0,58.0,6.0,Cash,Monthly,No,Organic Search,No,Android,Medium,234.9,Yes
CUST001396,62.0,Male,Seattle,Standard,25.45,3.0,2.0,4.0,17.0,61.0,6.0,Bank Transfer,Monthly,Yes,Social Media,No,Android,Slow,50.0,Yes
CUST000022,32.0,Female,Denver,Standard,29.39,9.0,13.0,,86.0,32.0,9.0,Credit Card,Yearly,No,Advertisement,Yes,iPhone,Slow,443.71,No
CUST001162,36.0,Male,Columbus,Standard,45.61,1.0,0.0,4.0,0.0,84.0,6.0,Credit Card,Monthly,Yes,Social Media,No,Android,Fast,50.0,Yes
CUST000062,36.0,Female,Dallas,Basic,21.49,6.0,7.0,0.0,72.0,47.0,9.0,PayPal,Quarterly,No,Friend,Yes,Android,Medium,631.24,No
CUST000985,44.0,Male,Dallas,Basic,25.65,13.0,13.0,2.0,65.0,23.0,8.0,PayPal,Yearly,No,Organic Search,No,iPhone,Medium,524.92,No
CUST001341,30.0,Female,Los Angeles,Premium,137.41,35.0,36.0,0.0,84.0,26.0,8.0,PayPal,Yearly,Yes,Friend,Yes,Desktop,Medium,3471.76,No
CUST000383,21.0,Female,Austin,Premium,88.13,1.0,0.0,4.0,47.0,50.0,8.0,Credit Card,Monthly,No,Friend,Yes,Desktop,Medium,50.0,No
CUST000749,36.0,Female,Charlotte,Basic,27.44,26.0,15.0,0.0,53.0,30.0,6.0,PayPal,,Yes,Advertisement,No,Android,Medium,633.39,No
CUST000170,40.0,Female,Nashville,Standard,120.96,20.0,31.0,,67.0,26.0,9.0,Bank Transfer,Yearly,No,Friend,Yes,iPhone,Fast,1523.99,No
CUST001469,23.0,Female,Seattle,,174.87,12.0,9.0,1.0,27.0,56.0,6.0,Credit Card,Quarterly,Yes,Friend,No,Tablet,Slow,1861.83,Yes
CUST001643,18.0,Female,Jacksonville,Premium,116.27,5.0,,2.0,,86.0,6.0,Bank Transfer,,No,Organic Search,No,Desktop,Slow,656.08,Yes
CUST000312,45.0,Male,Phoenix,Standard,34.57,16.0,7.0,0.0,34.0,64.0,7.0,Credit Card,Yearly,No,Social Media,No,iPhone,Medium,556.31,No
CUST001534,26.0,Female,Charlotte,Enterprise,183.81,7.0,10.0,0.0,101.0,0.0,10.0,Debit Card,Yearly,Yes,Advertisement,Yes,iPhone,Fast,1684.49,No
CUST001748,44.0,Male,Nashville,Premium,171.94,12.0,17.0,0.0,77.0,0.0,9.0,Credit Card,Quarterly,Yes,Social Media,Yes,iPhone,Medium,2342.88,No
CUST000493,37.0,Male,Philadelphia,Standard,90.78,3.0,2.0,2.0,40.0,12.0,10.0,Debit Card,Monthly,Yes,Social Media,Yes,Tablet,Fast,494.82,No
CUST000045,41.0,Male,Indianapolis,Basic,24.02,22.0,14.0,0.0,95.0,15.0,8.0,Bank Transfer,Quarterly,No,Organic Search,Yes,Desktop,Slow,50.0,No
CUST000858,45.0,Male,New York,Basic,10.0,14.0,4.0,2.0,32.0,57.0,7.0,Debit Card,Quarterly,No,Friend,No,Desktop,Fast,50.0,No
CUST001944,18.0,Female,San Jose,Basic,40.06,27.0,22.0,2.0,71.0,35.0,8.0,Credit Card,Yearly,,Organic Search,Yes,Desktop,Medium,1685.81,No
CUST001603,55.0,Male,Jacksonville,Basic,18.34,18.0,9.0,1.0,67.0,48.0,8.0,Bank Transfer,Quarterly,No,,No,Android,Fast,270.06,No
CUST001532,44.0,Female,San Jose,Standard,45.01,,4.0,1.0,69.0,32.0,9.0,Credit Card,Quarterly,Yes,Social Media,Yes,Android,Slow,438.8,No
CUST001029,40.0,Female,San Diego,Basic,22.65,29.0,43.0,1.0,87.0,17.0,10.0,PayPal,Monthly,Yes,Advertisement,Yes,Desktop,Medium,1289.69,No
CUST000680,38.0,Male,,Premium,92.04,47.0,51.0,0.0,70.0,4.0,8.0,Bank Transfer,Yearly,No,Advertisement,Yes,Android,Slow,4117.49,No
CUST000642,48.0,Male,Chicago,Basic,12.04,14.0,5.0,3.0,12.0,81.0,8.0,Credit Card,Yearly,Yes,Advertisement,No,iPhone,,50.0,No
CUST000325,62.0,Female,Charlotte,Basic,20.44,5.0,3.0,2.0,48.0,87.0,4.0,Bank Transfer,Monthly,No,Social Media,No,iPhone,Fast,196.91,Yes
CUST000780,24.0,Female,Jacksonville,Standard,41.36,5.0,3.0,1.0,69.0,0.0,10.0,Credit Card,Monthly,Yes,Organic Search,Yes,Android,Medium,50.0,No
CUST001650,32.0,Female,Columbus,Standard,120.98,5.0,1.0,3.0,42.0,46.0,7.0,Debit Card,Monthly,No,Friend,Yes,Desktop,Fast,950.16,No
CUST001900,,Male,Jacksonville,Standard,37.3,66.0,30.0,2.0,64.0,14.0,7.0,Cash,Yearly,,Social Media,No,Tablet,Fast,2036.94,No
CUST001573,44.0,Male,Los Angeles,Premium,153.92,4.0,5.0,0.0,64.0,4.0,10.0,Credit Card,Monthly,No,Organic Search,No,iPhone,Medium,283.25,No
CUST001908,42.0,Female,San Diego,Basic,16.93,2.0,1.0,3.0,26.0,47.0,7.0,Bank Transfer,Monthly,No,Organic Search,Yes,Desktop,Slow,272.03,Yes
CUST001687,34.0,Female,Denver,Standard,49.69,3.0,2.0,2.0,62.0,22.0,9.0,Bank Transfer,Monthly,No,Social Media,No,Android,Medium,311.55,No
CUST000481,43.0,Male,Nashville,Enterprise,248.98,25.0,26.0,1.0,44.0,38.0,10.0,Debit Card,Yearly,No,Advertisement,Yes,Desktop,Slow,7611.84,No
CUST001991,45.0,Male,Chicago,Standard,35.79,8.0,7.0,1.0,51.0,54.0,8.0,Debit Card,Monthly,No,Advertisement,No,iPhone,Medium,165.69,No
CUST000690,35.0,Male,Jacksonville,Basic,10.0,3.0,1.0,5.0,10.0,60.0,7.0,Debit Card,Monthly,Yes,Social Media,No,,Fast,227.6,Yes
CUST000027,46.0,Male,Chicago,Basic,18.44,38.0,17.0,4.0,42.0,75.0,6.0,Cash,Yearly,No,Organic Search,No,Android,Fast,1105.25,No
CUST001842,40.0,Female,New York,Standard,42.13,40.0,33.0,2.0,59.0,0.0,7.0,PayPal,Yearly,No,Organic Search,Yes,iPhone,Fast,2193.2,No
CUST001313,32.0,Male,Portland,Enterprise,202.27,33.0,26.0,2.0,34.0,19.0,8.0,Debit Card,Yearly,No,Social Media,Yes,Desktop,Medium,8170.0,No
CUST001548,30.0,Female,San Jose,Standard,62.34,11.0,3.0,5.0,9.0,71.0,7.0,PayPal,Quarterly,No,Email Campaign,No,Tablet,Medium,,Yes
CUST001658,19.0,Female,Jacksonville,Enterprise,262.71,4.0,5.0,0.0,66.0,36.0,9.0,Debit Card,Monthly,Yes,,No,Desktop,Fast,978.44,No
CUST000395,48.0,Female,Chicago,Basic,16.18,42.0,29.0,3.0,24.0,60.0,9.0,Credit Card,Monthly,No,Social Media,No,Android,Fast,944.32,Yes
CUST000457,53.0,Female,Indianapolis,Standard,33.37,3.0,2.0,2.0,57.0,27.0,9.0,PayPal,Monthly,No,Social Media,Yes,Android,Medium,50.0,No
CUST000611,28.0,Female,Jacksonville,Basic,18.82,9.0,5.0,3.0,39.0,54.0,7.0,Credit Card,Yearly,No,Friend,No,iPhone,Fast,468.35,No
CUST001499,49.0,Male,San Jose,Standard,55.17,8.0,2.0,5.0,21.0,84.0,5.0,Cash,,No,Friend,No,Tablet,Fast,341.4,No
CUST001119,44.0,Female,San Diego,Standard,33.1,3.0,1.0,2.0,41.0,49.0,6.0,PayPal,Quarterly,Yes,Email Campaign,No,iPhone,Fast,,No
CUST001985,31.0,Female,Seattle,Premium,117.35,20.0,23.0,,41.0,51.0,9.0,PayPal,Quarterly,No,Social Media,Yes,Android,Fast,2452.79,No
CUST001174,,Male,Dallas,Basic,22.52,39.0,18.0,2.0,42.0,24.0,9.0,Credit Card,Yearly,No,Advertisement,No,iPhone,Fast,621.73,No
