Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure_Months,Number_of_Purchases,Support_Requests,Login_Frequency,Last_Activity_Days_Ago,Satisfaction_Score,Payment_Method,Contract_Type,Discount_Used,Referral_Source,Auto_Renew,Device_Type,Internet_Speed,Customer_Lifetime_Value,Churn,Avg_Spend_Per_Tenure,Purchases_Per_Tenure,Support_Requests_Per_Tenure,Spend_Per_Purchase,Engagement_Score,Recent_Inactivity_Flag,High_Support_Flag
CUST001610,35.0,Male,Seattle,Standard,74.69,4.0,1.0,2.0,14.0,58.0,6.0,Cash,Monthly,No,Organic Search,No,Android,Medium,234.9,Yes,18.6725,0.25,0.5,74.69,22.799999999999997,0.0,0.0
CUST001396,62.0,Male,Seattle,Standard,25.45,3.0,2.0,4.0,17.0,61.0,6.0,Bank Transfer,Monthly,Yes,Social Media,No,Android,Slow,50.0,Yes,8.483333333333333,0.6666666666666666,1.3333333333333333,12.725,18.4,1.0,1.0
CUST000022,32.0,Female,Denver,Standard,29.39,9.0,13.0,,86.0,32.0,9.0,Credit Card,Yearly,No,Advertisement,Yes,iPhone,Slow,443.71,No,3.2655555555555558,1.4444444444444444,,2.2607692307692306,,0.0,0.0
CUST001162,36.0,Male,Columbus,Standard,45.61,1.0,0.0,4.0,0.0,84.0,6.0,Credit Card,Monthly,Yes,Social Media,No,Android,Fast,50.0,Yes,45.61,0.0,4.0,,5.0,1.0,1.0
CUST000062,36.0,Female,Dallas,Basic,21.49,6.0,7.0,0.0,72.0,47.0,9.0,PayPal,Quarterly,No,Friend,Yes,Android,Medium,631.24,No,3.5816666666666666,1.1666666666666667,0.0,3.07,74.65,0.0,0.0
CUST000985,44.0,Male,Dallas,Basic,25.65,13.0,13.0,2.0,65.0,23.0,8.0,PayPal,Yearly,No,Organic Search,No,iPhone,Medium,524.92,No,1.973076923076923,1.0,0.15384615384615385,1.973076923076923,66.5,0.0,0.0
CUST001341,30.0,Female,Los Angeles,Premium,137.41,35.0,36.0,0.0,84.0,26.0,8.0,PayPal,Yearly,Yes,Friend,Yes,Desktop,Medium,3471.76,No,3.9259999999999997,1.0285714285714285,0.0,3.8169444444444443,79.30000000000001,0.0,0.0
CUST000383,21.0,Female,Austin,Premium,88.13,1.0,0.0,4.0,47.0,50.0,8.0,Credit Card,Monthly,No,Friend,Yes,Desktop,Medium,50.0,No,88.13,0.0,4.0,,46.650000000000006,0.0,1.0
CUST000749,36.0,Female,Charlotte,Basic,27.44,26.0,15.0,0.0,53.0,30.0,6.0,PayPal,,Yes,Advertisement,No,Android,Medium,633.39,No,1.0553846153846154,0.5769230769230769,0.0,1.8293333333333335,52.35,0.0,0.0
CUST000170,40.0,Female,Nashville,Standard,120.96,20.0,31.0,,67.0,26.0,9.0,Bank Transfer,Yearly,No,Friend,Yes,iPhone,Fast,1523.99,No,6.048,1.55,,3.9019354838709677,,0.0,0.0
CUST001469,23.0,Female,Seattle,,174.87,12.0,9.0,1.0,27.0,56.0,6.0,Credit Card,Quarterly,Yes,Friend,No,Tablet,Slow,1861.83,Yes,14.5725,0.75,0.08333333333333333,19.43,31.65,0.0,0.0
CUST001643,18.0,Female,Jacksonville,Premium,116.27,5.0,,2.0,,86.0,6.0,Bank Transfer,,No,Organic Search,No,Desktop,Slow,656.08,Yes,23.253999999999998,,0.4,,,1.0,0.0
CUST000312,45.0,Male,Phoenix,Standard,34.57,16.0,7.0,0.0,34.0,64.0,7.0,Credit Card,Yearly,No,Social Media,No,iPhone,Medium,556.31,No,2.160625,0.4375,0.0,4.938571428571429,41.3,1.0,0.0
CUST001534,26.0,Female,Charlotte,Enterprise,183.81,7.0,10.0,0.0,101.0,0.0,10.0,Debit Card,Yearly,Yes,Advertisement,Yes,iPhone,Fast,1684.49,No,26.25857142857143,1.4285714285714286,0.0,18.381,105.45,0.0,0.0
CUST001748,44.0,Male,Nashville,Premium,171.94,12.0,17.0,0.0,77.0,0.0,9.0,Credit Card,Quarterly,Yes,Social Media,Yes,iPhone,Medium,2342.88,No,14.328333333333333,1.4166666666666667,0.0,10.114117647058823,88.65,0.0,0.0
CUST000493,37.0,Male,Philadelphia,Standard,90.78,3.0,2.0,2.0,40.0,12.0,10.0,Debit Card,Monthly,Yes,Social Media,Yes,Tablet,Fast,494.82,No,30.26,0.6666666666666666,0.6666666666666666,45.39,70.0,0.0,0.0
CUST000045,41.0,Male,Indianapolis,Basic,24.02,22.0,14.0,0.0,95.0,15.0,8.0,Bank Transfer,Quarterly,No,Organic Search,Yes,Desktop,Slow,50.0,No,1.0918181818181818,0.6363636363636364,0.0,1.7157142857142857,87.0,0.0,0.0
CUST000858,45.0,Male,New York,Basic,10.0,14.0,4.0,2.0,32.0,57.0,7.0,Debit Card,Quarterly,No,Friend,No,Desktop,Fast,50.0,No,0.7142857142857143,0.2857142857142857,0.14285714285714285,2.5,37.15,0.0,0.0
CUST001944,18.0,Female,San Jose,Basic,40.06,27.0,22.0,2.0,71.0,35.0,8.0,Credit Card,Yearly,,Organic Search,Yes,Desktop,Medium,1685.81,No,1.4837037037037037,0.8148148148148148,0.07407407407407407,1.820909090909091,66.2,0.0,0.0
CUST001603,55.0,Male,Jacksonville,Basic,18.34,18.0,9.0,1.0,67.0,48.0,8.0,Bank Transfer,Quarterly,No,,No,Android,Fast,270.06,No,1.018888888888889,0.5,0.05555555555555555,2.037777777777778,63.650000000000006,0.0,0.0
CUST001532,44.0,Female,San Jose,Standard,45.01,,4.0,1.0,69.0,32.0,9.0,Credit Card,Quarterly,Yes,Social Media,Yes,Android,Slow,438.8,No,,,,11.2525,74.55,0.0,0.0
CUST001029,40.0,Female,San Diego,Basic,22.65,29.0,43.0,1.0,87.0,17.0,10.0,PayPal,Monthly,Yes,Advertisement,Yes,Desktop,Medium,1289.69,No,0.7810344827586206,1.4827586206896552,0.034482758620689655,0.5267441860465116,92.4,0.0,0.0
CUST000680,38.0,Male,,Premium,92.04,47.0,51.0,0.0,70.0,4.0,8.0,Bank Transfer,Yearly,No,Advertisement,Yes,Android,Slow,4117.49,No,1.9582978723404256,1.0851063829787233,0.0,1.8047058823529414,78.5,0.0,0.0
CUST000642,48.0,Male,Chicago,Basic,12.04,14.0,5.0,3.0,12.0,81.0,8.0,Credit Card,Yearly,Yes,Advertisement,No,iPhone,,50.0,No,0.86,0.35714285714285715,0.21428571428571427,2.408,25.65,1.0,0.0
CUST000325,62.0,Female,Charlotte,Basic,20.44,5.0,3.0,2.0,48.0,87.0,4.0,Bank Transfer,Monthly,No,Social Media,No,iPhone,Fast,196.91,Yes,4.088,0.6,0.4,6.8133333333333335,18.85,1.0,0.0
CUST000780,24.0,Female,Jacksonville,Standard,41.36,5.0,3.0,1.0,69.0,0.0,10.0,Credit Card,Monthly,Yes,Organic Search,Yes,Android,Medium,50.0,No,8.272,0.6,0.2,13.786666666666667,88.55,0.0,0.0
CUST001650,32.0,Female,Columbus,Standard,120.98,5.0,1.0,3.0,42.0,46.0,7.0,Debit Card,Monthly,No,Friend,Yes,Desktop,Fast,950.16,No,24.196,0.2,0.6,120.98,41.900000000000006,0.0,0.0
CUST001900,,Male,Jacksonville,Standard,37.3,66.0,30.0,2.0,64.0,14.0,7.0,Cash,Yearly,,Social Media,No,Tablet,Fast,2036.94,No,0.5651515151515151,0.45454545454545453,0.030303030303030304,1.2433333333333332,62.3,0.0,0.0
CUST001573,44.0,Male,Los Angeles,Premium,153.92,4.0,5.0,0.0,64.0,4.0,10.0,Credit Card,Monthly,No,Organic Search,No,iPhone,Medium,283.25,No,38.48,1.25,0.0,30.784,87.8,0.0,0.0
CUST001908,42.0,Female,San Diego,Basic,16.93,2.0,1.0,3.0,26.0,47.0,7.0,Bank Transfer,Monthly,No,Organic Search,Yes,Desktop,Slow,272.03,Yes,8.465,0.5,1.5,16.93,34.45,0.0,0.0
CUST001687,34.0,Female,Denver,Standard,49.69,3.0,2.0,2.0,62.0,22.0,9.0,Bank Transfer,Monthly,No,Social Media,No,Android,Medium,311.55,No,16.563333333333333,0.6666666666666666,0.6666666666666666,24.845,71.4,0.0,0.0
CUST000481,43.0,Male,Nashville,Enterprise,248.98,25.0,26.0,1.0,44.0,38.0,10.0,Debit Card,Yearly,No,Advertisement,Yes,Desktop,Slow,7611.84,No,9.9592,1.04,0.04,9.576153846153845,67.8,0.0,0.0
CUST001991,45.0,Male,Chicago,Standard,35.79,8.0,7.0,1.0,51.0,54.0,8.0,Debit Card,Monthly,No,Advertisement,No,iPhone,Medium,165.69,No,4.47375,0.875,0.125,5.112857142857143,54.95,0.0,0.0
CUST000690,35.0,Male,Jacksonville,Basic,10.0,3.0,1.0,5.0,10.0,60.0,7.0,Debit Card,Monthly,Yes,Social Media,No,,Fast,227.6,Yes,3.3333333333333335,0.3333333333333333,1.6666666666666667,10.0,19.0,0.0,1.0
CUST000027,46.0,Male,Chicago,Basic,18.44,38.0,17.0,4.0,42.0,75.0,6.0,Cash,Yearly,No,Organic Search,No,Android,Fast,1105.25,No,0.4852631578947369,0.4473684210526316,0.10526315789473684,1.0847058823529412,26.150000000000006,1.0,1.0
CUST001842,40.0,Female,New York,Standard,42.13,40.0,33.0,2.0,59.0,0.0,7.0,PayPal,Yearly,No,Organic Search,Yes,iPhone,Fast,2193.2,No,1.05325,0.825,0.05,1.2766666666666668,63.55,0.0,0.0
CUST001313,32.0,Male,Portland,Enterprise,202.27,33.0,26.0,2.0,34.0,19.0,8.0,Debit Card,Yearly,No,Social Media,Yes,Desktop,Medium,8170.0,No,6.12939393939394,0.7878787878787878,0.06060606060606061,7.779615384615385,53.55,0.0,0.0
CUST001548,30.0,Female,San Jose,Standard,62.34,11.0,3.0,5.0,9.0,71.0,7.0,PayPal,Quarterly,No,Email Campaign,No,Tablet,Medium,,Yes,5.667272727272728,0.2727272727272727,0.45454545454545453,20.78,15.799999999999997,1.0,1.0
CUST001658,19.0,Female,Jacksonville,Enterprise,262.71,4.0,5.0,0.0,66.0,36.0,9.0,Debit Card,Monthly,Yes,,No,Desktop,Fast,978.44,No,65.6775,1.25,0.0,52.541999999999994,74.7,0.0,0.0
CUST000395,48.0,Female,Chicago,Basic,16.18,42.0,29.0,3.0,24.0,60.0,9.0,Credit Card,Monthly,No,Social Media,No,Android,Fast,944.32,Yes,0.3852380952380952,0.6904761904761905,0.07142857142857142,0.5579310344827586,42.3,0.0,0.0
CUST000457,53.0,Female,Indianapolis,Standard,33.37,3.0,2.0,2.0,57.0,27.0,9.0,PayPal,Monthly,No,Social Media,Yes,Android,Medium,50.0,No,11.123333333333333,0.6666666666666666,0.6666666666666666,16.685,67.9,0.0,0.0
CUST000611,28.0,Female,Jacksonville,Basic,18.82,9.0,5.0,3.0,39.0,54.0,7.0,Credit Card,Yearly,No,Friend,No,iPhone,Fast,468.35,No,2.091111111111111,0.5555555555555556,0.3333333333333333,3.7640000000000002,38.55,0.0,0.0
CUST001499,49.0,Male,San Jose,Standard,55.17,8.0,2.0,5.0,21.0,84.0,5.0,Cash,,No,Friend,No,Tablet,Fast,341.4,No,6.89625,0.25,0.625,27.585,5.950000000000003,1.0,1.0
CUST001119,44.0,Female,San Diego,Standard,33.1,3.0,1.0,2.0,41.0,49.0,6.0,PayPal,Quarterly,Yes,Email Campaign,No,iPhone,Fast,,No,11.033333333333333,0.3333333333333333,0.6666666666666666,33.1,37.2,0.0,0.0
CUST001985,31.0,Female,Seattle,Premium,117.35,20.0,23.0,,41.0,51.0,9.0,PayPal,Quarterly,No,Social Media,Yes,Android,Fast,2452.79,No,5.8675,1.15,,5.102173913043478,,0.0,0.0
CUST001174,,Male,Dallas,Basic,22.52,39.0,18.0,2.0,42.0,24.0,9.0,Credit Card,Yearly,No,Advertisement,No,iPhone,Fast,621.73,No,0.5774358974358974,0.46153846153846156,0.05128205128205128,1.251111111111111,61.900000000000006,0.0,0.0
CUST000263,43.0,Male,San Antonio,Basic,13.23,9.0,5.0,1.0,22.0,62.0,8.0,Credit Card,Monthly,No,Organic Search,Yes,Android,Fast,57.64,Yes,1.47,0.5555555555555556,0.1111111111111111,2.646,39.9,1.0,0.0
CUST001536,28.0,Female,San Jose,Premium,157.21,2.0,1.0,2.0,32.0,59.0,8.0,PayPal,Monthly,No,Friend,Yes,Desktop,Medium,50.0,No,78.605,0.5,1.0,157.21,42.65,0.0,0.0
CUST001653,46.0,Male,San Jose,Basic,17.67,11.0,6.0,1.0,21.0,49.0,8.0,,Quarterly,No,Friend,No,Android,Medium,841.55,No,1.6063636363636364,0.5454545454545454,0.09090909090909091,2.9450000000000003,42.7,0.0,0.0
CUST000369,42.0,Female,Dallas,Basic,20.4,18.0,112.0,3.0,32.0,50.0,8.0,Debit Card,Monthly,Yes,Email Campaign,No,Android,Medium,657.13,Yes,1.1333333333333333,6.222222222222222,0.16666666666666666,0.18214285714285713,42.4,0.0,0.0
CUST001503,56.0,Female,Portland,Standard,25.55,9.0,9.0,2.0,50.0,44.0,9.0,Bank Transfer,Monthly,Yes,Organic Search,Yes,iPhone,Slow,410.71,No,2.838888888888889,1.0,0.2222222222222222,2.838888888888889,60.5,0.0,0.0
CUST001478,23.0,Male,Jacksonville,Basic,15.2,4.0,2.0,3.0,51.0,42.0,7.0,PayPal,,No,Social Media,Yes,Android,Slow,50.0,No,3.8,0.5,0.75,7.6,46.95,0.0,0.0
CUST000465,27.0,Female,Nashville,Standard,92.14,10.0,15.0,1.0,78.0,0.0,,PayPal,Yearly,No,Organic Search,Yes,Tablet,Fast,726.65,No,9.214,1.5,0.1,6.142666666666667,,0.0,0.0
CUST001544,39.0,Female,Phoenix,Premium,82.93,17.0,14.0,0.0,67.0,0.0,10.0,Credit Card,Quarterly,No,Social Media,Yes,iPhone,Slow,824.99,No,4.878235294117648,0.8235294117647058,0.0,5.923571428571429,90.15,0.0,0.0
CUST001169,35.0,Female,Houston,Standard,28.39,21.0,2.0,3.0,0.0,98.0,7.0,Credit Card,,No,Social Media,No,Desktop,Fast,649.01,Yes,1.351904761904762,0.09523809523809523,0.14285714285714285,14.195,10.0,1.0,0.0
CUST001278,59.0,,Indianapolis,Premium,154.82,22.0,15.0,3.0,57.0,35.0,7.0,PayPal,Quarterly,No,Email Campaign,Yes,iPhone,Fast,4785.96,No,7.037272727272727,0.6818181818181818,0.13636363636363635,10.321333333333333,51.400000000000006,0.0,0.0
CUST000310,61.0,Male,Chicago,Enterprise,117.18,32.0,6.0,4.0,19.0,55.0,4.0,Bank Transfer,Quarterly,No,Friend,Yes,Android,Fast,3476.27,No,3.661875,0.1875,0.125,19.53,8.799999999999997,0.0,1.0
CUST001432,29.0,Female,San Jose,Premium,82.61,5.0,2.0,3.0,28.0,57.0,7.0,PayPal,Monthly,No,Email Campaign,No,iPhone,Fast,301.59,Yes,16.522,0.4,0.6,41.305,32.85,0.0,0.0
CUST001565,29.0,Male,Portland,Basic,27.96,5.0,2.0,2.0,31.0,36.0,7.0,Debit Card,Monthly,No,Friend,No,Android,Medium,19245.31,No,5.5920000000000005,0.4,0.4,13.98,41.95,0.0,0.0
CUST000671,49.0,Male,Portland,Basic,24.42,15.0,7.0,4.0,15.0,9.0,8.0,Debit Card,Quarterly,No,Social Media,Yes,Tablet,Fast,343.25,No,1.6280000000000001,0.4666666666666667,0.26666666666666666,3.488571428571429,42.5,0.0,1.0
CUST001208,29.0,Male,San Antonio,Standard,49.13,1.0,1.0,0.0,81.0,16.0,10.0,Cash,Monthly,No,Friend,Yes,Desktop,Medium,50.0,No,49.13,1.0,0.0,49.13,92.45,0.0,0.0
CUST001300,28.0,Female,San Diego,Basic,10.0,14.0,,3.0,11.0,104.0,5.0,PayPal,Quarterly,No,Friend,No,iPhone,Medium,63.23,Yes,0.7142857142857143,,0.21428571428571427,,1.4500000000000028,1.0,0.0
CUST001885,18.0,Female,Jacksonville,Enterprise,176.8,72.0,55.0,4.0,58.0,60.0,4.0,Credit Card,Yearly,No,Friend,No,Desktop,Fast,11596.05,Yes,2.4555555555555557,0.7638888888888888,0.05555555555555555,3.214545454545455,25.1,0.0,1.0
CUST001417,67.0,Female,Houston,Premium,,41.0,21.0,1.0,68.0,8.0,8.0,PayPal,Yearly,No,Advertisement,Yes,Desktop,Medium,3915.19,No,,0.5121951219512195,0.024390243902439025,,74.1,0.0,0.0
CUST001188,44.0,Female,Houston,Premium,111.59,41.0,40.0,0.0,38.0,31.0,8.0,PayPal,Quarterly,No,Social Media,Yes,iPhone,Fast,4224.28,No,2.7217073170731707,0.975609756097561,0.0,2.78975,57.349999999999994,0.0,0.0
CUST000926,63.0,Male,Houston,Standard,51.72,10.0,9.0,4.0,54.0,13.0,7.0,Credit Card,Yearly,No,Friend,No,iPhone,Fast,595.17,No,5.172,0.9,0.4,5.746666666666666,53.05,0.0,1.0
CUST000972,39.0,Female,Seattle,Basic,15.22,31.0,17.0,5.0,6.0,37.0,7.0,Credit Card,Quarterly,No,Email Campaign,No,iPhone,Slow,407.65,Yes,0.49096774193548387,0.5483870967741935,0.16129032258064516,0.8952941176470589,22.950000000000003,0.0,1.0
CUST001988,31.0,Female,Boston,Basic,14.15,23.0,13.0,3.0,54.0,72.0,6.0,Credit Card,Quarterly,Yes,Advertisement,Yes,Desktop,Slow,356.18,No,0.6152173913043478,0.5652173913043478,0.13043478260869565,1.0884615384615386,34.8,1.0,0.0
CUST001277,33.0,Male,San Antonio,Standard,60.53,23.0,21.0,2.0,48.0,61.0,7.0,Debit Card,Monthly,No,Email Campaign,No,Android,Medium,2168.33,Yes,2.6317391304347826,0.9130434782608695,0.08695652173913043,2.8823809523809523,43.35,1.0,0.0
CUST001306,18.0,Male,Austin,Premium,75.16,7.0,5.0,2.0,35.0,30.0,,Debit Card,Quarterly,No,Friend,No,Desktop,Fast,211.53,No,10.737142857142857,0.7142857142857143,0.2857142857142857,15.032,,0.0,0.0
CUST000379,59.0,Male,Indianapolis,Basic,10.0,6.0,1.0,2.0,0.0,62.0,5.0,Debit Card,Monthly,No,Social Media,No,iPhone,Slow,139.06,Yes,1.6666666666666667,0.16666666666666666,0.3333333333333333,10.0,9.5,1.0,0.0
CUST000929,37.0,Female,Chicago,Enterprise,239.88,16.0,12.0,2.0,51.0,28.0,7.0,PayPal,Yearly,No,Friend,No,iPhone,Medium,4287.01,No,14.9925,0.75,0.125,19.99,52.95,0.0,0.0
CUST001618,19.0,Female,Chicago,Basic,19.43,16.0,13.0,0.0,23.0,34.0,7.0,PayPal,Monthly,No,Social Media,Yes,Desktop,Medium,764.4,No,1.214375,0.8125,0.0,1.4946153846153847,43.85,0.0,0.0
CUST001518,56.0,Female,Austin,Basic,10.0,7.0,1.0,,0.0,106.0,5.0,Debit Card,Quarterly,No,Advertisement,No,Desktop,Medium,500.66,Yes,1.4285714285714286,0.14285714285714285,,10.0,,1.0,0.0
CUST000539,18.0,Male,Philadelphia,Premium,94.13,20.0,9.0,1.0,41.0,29.0,8.0,Credit Card,Monthly,No,Friend,Yes,Desktop,Medium,1623.74,No,4.7065,0.45,0.05,10.458888888888888,56.7,0.0,0.0
CUST000909,41.0,Female,Los Angeles,Basic,10.0,18.0,9.0,4.0,36.0,87.0,7.0,Debit Card,Quarterly,No,Organic Search,No,iPhone,Fast,188.86,Yes,0.5555555555555556,0.5,0.2222222222222222,1.1111111111111112,26.450000000000003,1.0,1.0
CUST001454,35.0,Male,San Diego,Standard,36.38,1.0,1.0,2.0,35.0,36.0,7.0,Debit Card,Monthly,No,Organic Search,Yes,Tablet,Medium,50.0,No,36.38,1.0,2.0,36.38,43.75,0.0,0.0
CUST000721,,Female,Nashville,Standard,34.51,,25.0,1.0,67.0,27.0,8.0,Bank Transfer,Quarterly,No,Organic Search,Yes,Desktop,Slow,1631.48,No,,,,1.3803999999999998,68.9,0.0,0.0
CUST001732,40.0,Female,Chicago,Standard,61.14,15.0,23.0,,75.0,17.0,10.0,Credit Card,Monthly,Yes,Organic Search,Yes,Android,,859.27,No,4.076,1.5333333333333334,,2.6582608695652175,,0.0,0.0
CUST001297,21.0,Female,Seattle,Enterprise,300.0,2.0,1.0,2.0,51.0,45.0,7.0,Credit Card,Quarterly,Yes,Advertisement,No,Tablet,Medium,488.23,No,150.0,0.5,1.0,300.0,48.7,0.0,0.0
CUST000916,54.0,Female,Columbus,Basic,28.33,3.0,2.0,2.0,60.0,45.0,8.0,Debit Card,Monthly,Yes,Advertisement,Yes,Android,Slow,136.3,No,9.443333333333333,0.6666666666666666,0.6666666666666666,14.165,58.75,0.0,0.0
CUST001404,34.0,Male,Dallas,Standard,37.35,58.0,37.0,3.0,39.0,23.0,7.0,Bank Transfer,Yearly,No,Social Media,Yes,Desktop,Fast,2295.29,No,0.6439655172413793,0.6379310344827587,0.05172413793103448,1.0094594594594595,46.3,0.0,0.0
CUST000832,59.0,Male,Dallas,Standard,44.52,10.0,6.0,4.0,42.0,39.0,7.0,Bank Transfer,Yearly,Yes,Social Media,Yes,Android,Fast,622.65,No,4.452,0.6,0.4,7.420000000000001,41.150000000000006,0.0,1.0
CUST000289,36.0,Male,Nashville,Basic,13.58,14.0,5.0,3.0,19.0,42.0,7.0,PayPal,Yearly,No,Friend,No,Desktop,Medium,277.02,No,0.97,0.35714285714285715,0.21428571428571427,2.716,32.55,0.0,0.0
CUST000130,29.0,Male,San Jose,,19.43,26.0,36.0,0.0,66.0,0.0,10.0,PayPal,Yearly,No,Advertisement,Yes,Tablet,Fast,557.44,No,0.7473076923076923,1.3846153846153846,0.0,0.5397222222222222,89.7,0.0,0.0
CUST001401,54.0,Male,Phoenix,Basic,25.92,7.0,8.0,0.0,73.0,3.0,10.0,Credit Card,Quarterly,Yes,Friend,Yes,Android,Medium,136.52,No,3.7028571428571433,1.1428571428571428,0.0,3.24,92.1,0.0,0.0
CUST000096,23.0,Female,Denver,Standard,30.51,54.0,,4.0,0.0,51.0,6.0,Bank Transfer,Quarterly,No,Social Media,Yes,Desktop,Fast,1493.27,No,0.5650000000000001,,0.07407407407407407,,13.25,0.0,1.0
CUST001018,37.0,Male,Charlotte,Basic,24.52,19.0,13.0,3.0,39.0,62.0,6.0,Debit Card,Monthly,No,Email Campaign,Yes,Android,Medium,653.61,Yes,1.2905263157894737,0.6842105263157895,0.15789473684210525,1.886153846153846,30.549999999999997,1.0,0.0
CUST000811,38.0,Female,Chicago,Premium,53.54,12.0,7.0,,45.0,37.0,8.0,Cash,Monthly,No,Friend,Yes,Desktop,Fast,1056.75,No,4.461666666666667,0.5833333333333334,,7.648571428571429,,0.0,0.0
CUST000483,41.0,Female,Nashville,Basic,19.6,12.0,10.0,2.0,28.0,63.0,5.0,Bank Transfer,,Yes,Organic Search,Yes,Android,Fast,271.68,No,1.6333333333333335,0.8333333333333334,0.16666666666666666,1.9600000000000002,21.85,1.0,0.0
CUST001051,25.0,Male,San Jose,Standard,38.36,3.0,2.0,,15.0,30.0,8.0,PayPal,Monthly,No,Advertisement,No,Android,Slow,350.84,No,12.786666666666667,0.6666666666666666,,19.18,,0.0,0.0
CUST002000,67.0,Male,Phoenix,Enterprise,283.89,8.0,11.0,2.0,62.0,39.0,9.0,PayPal,Quarterly,No,Advertisement,No,iPhone,Fast,1933.74,No,35.48625,1.375,0.25,25.80818181818182,67.15,0.0,0.0
CUST001398,38.0,Male,Philadelphia,Premium,91.09,16.0,9.0,2.0,37.0,60.0,9.0,Cash,Monthly,Yes,Organic Search,No,Desktop,Medium,1490.34,No,5.693125,0.5625,0.125,10.121111111111112,50.650000000000006,0.0,0.0
CUST001915,54.0,Male,Philadelphia,Enterprise,173.0,17.0,78.0,3.0,49.0,48.0,8.0,PayPal,Quarterly,No,Friend,No,Desktop,Medium,2888.7,No,10.176470588235293,4.588235294117647,0.17647058823529413,2.217948717948718,50.55,0.0,0.0
CUST000720,28.0,Male,Austin,Standard,46.35,6.0,4.0,4.0,31.0,21.0,,Cash,Quarterly,No,Social Media,No,iPhone,Medium,192.14,No,7.7250000000000005,0.6666666666666666,0.6666666666666666,11.5875,,0.0,1.0
CUST000976,28.0,Male,Charlotte,Enterprise,182.16,7.0,5.0,2.0,49.0,47.0,8.0,Debit Card,Quarterly,Yes,Social Media,Yes,Desktop,Fast,2071.81,No,26.02285714285714,0.7142857142857143,0.2857142857142857,36.432,53.3,0.0,0.0
CUST001887,27.0,Female,Phoenix,Premium,179.67,9.0,3.0,5.0,22.0,46.0,6.0,PayPal,Yearly,No,Friend,No,iPhone,Medium,1028.56,No,19.96333333333333,0.3333333333333333,0.5555555555555556,59.88999999999999,21.9,0.0,1.0
CUST000040,48.0,Female,Chicago,Enterprise,211.29,14.0,7.0,3.0,39.0,13.0,8.0,Credit Card,Monthly,Yes,Friend,No,iPhone,Fast,2195.2,No,15.092142857142857,0.5,0.21428571428571427,30.184285714285714,54.8,0.0,0.0
CUST000044,43.0,Female,Philadelphia,,182.53,,3.0,3.0,41.0,39.0,,PayPal,Monthly,No,Social Media,No,Android,Slow,727.18,Yes,,,,60.843333333333334,,0.0,0.0
CUST001681,22.0,Female,Chicago,Standard,63.77,13.0,5.0,5.0,28.0,54.0,4.0,Cash,,Yes,Advertisement,No,Tablet,Medium,1121.96,Yes,4.905384615384616,0.38461538461538464,0.38461538461538464,12.754000000000001,10.600000000000001,0.0,1.0
CUST000679,45.0,Male,Chicago,Premium,219.53,13.0,6.0,3.0,46.0,44.0,7.0,PayPal,Quarterly,No,Email Campaign,No,Android,Slow,2815.93,No,16.886923076923075,0.46153846153846156,0.23076923076923078,36.58833333333333,44.2,0.0,0.0
CUST000290,39.0,Male,Austin,Standard,46.11,16.0,6.0,2.0,46.0,72.0,8.0,Debit Card,Quarterly,Yes,Advertisement,Yes,Android,Fast,527.19,No,2.881875,0.375,0.125,7.685,45.7,1.0,0.0
CUST001304,49.0,Female,Dallas,Standard,36.95,9.0,8.0,1.0,17.0,24.0,7.0,Debit Card,Yearly,Yes,Friend,No,Desktop,Fast,,No,4.105555555555556,0.8888888888888888,0.1111111111111111,4.61875,41.15,0.0,0.0
CUST000801,30.0,Female,Nashville,Premium,149.02,1.0,1.0,0.0,40.0,68.0,10.0,PayPal,Monthly,Yes,Email Campaign,Yes,Android,Medium,50.0,No,149.02,1.0,0.0,149.02,61.0,1.0,0.0
CUST000244,22.0,Male,New York,Basic,28.92,18.0,19.0,0.0,44.0,3.0,8.0,PayPal,Monthly,No,Organic Search,Yes,Android,Slow,972.24,No,1.6066666666666667,1.0555555555555556,0.0,1.5221052631578948,67.05,0.0,0.0
CUST000862,23.0,Female,Charlotte,Standard,42.33,24.0,12.0,4.0,10.0,62.0,8.0,Credit Card,Monthly,Yes,Email Campaign,No,iPhone,Fast,1341.99,Yes,1.76375,0.5,0.16666666666666666,3.5275,27.0,1.0,1.0
CUST001934,56.0,Male,San Jose,Premium,118.3,19.0,13.0,1.0,65.0,22.0,9.0,Credit Card,Quarterly,No,Email Campaign,Yes,Tablet,Slow,3009.83,No,6.226315789473684,0.6842105263157895,0.05263157894736842,9.1,75.25,0.0,0.0
CUST000411,22.0,Female,Philadelphia,Standard,68.88,7.0,6.0,2.0,43.0,28.0,7.0,Bank Transfer,Yearly,No,Advertisement,No,Desktop,Fast,663.34,No,9.84,0.8571428571428571,0.2857142857142857,11.479999999999999,49.35,0.0,0.0
CUST001461,52.0,Female,Seattle,Basic,28.04,27.0,33.0,0.0,67.0,0.0,8.0,PayPal,Quarterly,No,Organic Search,No,Tablet,Medium,709.1,No,1.0385185185185184,1.2222222222222223,0.0,0.8496969696969696,78.15,0.0,0.0
CUST000401,38.0,Female,Dallas,Basic,25.92,5.0,1.0,4.0,2.0,55.0,5.0,PayPal,Monthly,No,Social Media,No,iPhone,Fast,50.0,Yes,5.184,0.2,0.8,25.92,7.149999999999999,0.0,1.0
